Rank,Club,Country,Level,Elo,From,To
None,Basel,SUI,1,1294.83398438,1937-01-11,1937-01-17
None,Basel,SUI,1,1289.2557373,1937-01-18,1937-01-24
None,Basel,SUI,1,1286.04406738,1937-01-25,1937-01-31
None,Basel,SUI,1,1282.76501465,1937-02-01,1937-02-14
None,Basel,SUI,1,1286.05700684,1937-02-15,1937-03-01
None,Basel,SUI,1,1281.60217285,1937-03-02,1937-04-04
None,Basel,SUI,1,1295.18457031,1937-04-05,1937-04-25
None,Basel,SUI,1,1299.89331055,1937-04-26,1937-05-09
None,Basel,SUI,1,1308.89453125,1937-05-10,1937-05-13
None,Basel,SUI,1,1316.17932129,1937-05-14,1937-05-30
None,Basel,SUI,1,1306.20996094,1937-05-31,1937-06-06
None,Basel,SUI,1,1302.82592773,1937-06-07,1937-06-13
None,Basel,SUI,1,1302.70056152,1937-06-14,1937-06-20
None,Basel,SUI,1,1310.25036621,1937-06-21,1937-08-29
None,Basel,SUI,1,1316.80493164,1937-08-30,1937-09-05
None,Basel,SUI,1,1334.12890625,1937-09-06,1937-09-12
None,Basel,SUI,1,1350.40014648,1937-09-13,1937-09-26
None,Basel,SUI,1,1341.72155762,1937-09-27,1937-10-17
None,Basel,SUI,1,1352.63671875,1937-10-18,1937-10-24
None,Basel,SUI,1,1349.91467285,1937-10-25,1937-11-21
None,Basel,SUI,1,1343.88891602,1937-11-22,1937-11-28
None,Basel,SUI,1,1347.77416992,1937-11-29,1937-12-12
None,Basel,SUI,1,1334.31176758,1937-12-13,1937-12-19
None,Basel,SUI,1,1338.28112793,1937-12-20,1937-12-26
None,Basel,SUI,1,1334.08154297,1937-12-27,1938-01-16
None,Basel,SUI,1,1342.23815918,1938-01-17,1938-01-23
None,Basel,SUI,1,1355.15441895,1938-01-24,1938-02-13
None,Basel,SUI,1,1359.37988281,1938-02-14,1938-02-20
None,Basel,SUI,1,1378.19189453,1938-02-21,1938-02-27
None,Basel,SUI,1,1386.6262207,1938-02-28,1938-03-20
None,Basel,SUI,1,1395.54541016,1938-03-21,1938-03-27
None,Basel,SUI,1,1384.4699707,1938-03-28,1938-04-10
None,Basel,SUI,1,1377.03674316,1938-04-11,1938-04-24
None,Basel,SUI,1,1393.99499512,1938-04-25,1938-05-15
None,Basel,SUI,1,1391.16540527,1938-05-16,1938-05-29
None,Basel,SUI,1,1384.54968262,1938-05-30,1938-09-04
None,Basel,SUI,1,1378.20422363,1938-09-05,1938-09-11
None,Basel,SUI,1,1372.81323242,1938-09-12,1938-09-24
None,Basel,SUI,1,1377.6706543,1938-09-25,1938-10-02
None,Basel,SUI,1,1373.83056641,1938-10-03,1938-10-09
None,Basel,SUI,1,1368.90258789,1938-10-10,1938-10-16
None,Basel,SUI,1,1366.27880859,1938-10-17,1938-10-23
None,Basel,SUI,1,1358.17602539,1938-10-24,1938-10-30
None,Basel,SUI,1,1354.4420166,1938-10-31,1938-11-13
None,Basel,SUI,1,1383.71179199,1938-11-14,1938-11-27
None,Basel,SUI,1,1388.05004883,1938-11-28,1938-12-04
None,Basel,SUI,1,1382.02355957,1938-12-05,1938-12-11
None,Basel,SUI,1,1371.26916504,1938-12-12,1938-12-18
None,Basel,SUI,1,1384.76940918,1938-12-19,1939-01-22
None,Basel,SUI,1,1375.07263184,1939-01-23,1939-02-19
None,Basel,SUI,1,1385.70385742,1939-02-20,1939-02-26
None,Basel,SUI,1,1375.67810059,1939-02-27,1939-03-12
None,Basel,SUI,1,1380.0982666,1939-03-13,1939-03-26
None,Basel,SUI,1,1384.42492676,1939-03-27,1939-04-16
None,Basel,SUI,1,1374.4197998,1939-04-17,1939-04-23
None,Basel,SUI,1,1368.87268066,1939-04-24,1939-04-30
None,Basel,SUI,1,1376.25537109,1939-05-01,1939-05-18
None,Basel,SUI,1,1398.17871094,1939-05-19,1939-11-18
None,Basel,SUI,1,1183.31091309,1942-07-05,1942-09-06
None,Basel,SUI,1,1181.32702637,1942-09-07,1942-09-13
None,Basel,SUI,1,1179.82434082,1942-09-14,1942-09-27
None,Basel,SUI,1,1187.4588623,1942-09-28,1942-10-04
None,Basel,SUI,1,1184.5501709,1942-10-05,1942-10-11
None,Basel,SUI,1,1177.32446289,1942-10-12,1942-10-25
None,Basel,SUI,1,1175.0826416,1942-10-26,1942-11-08
None,Basel,SUI,1,1177.05090332,1942-11-09,1942-11-22
None,Basel,SUI,1,1182.20141602,1942-11-23,1942-11-29
None,Basel,SUI,1,1196.64306641,1942-11-30,1942-12-06
None,Basel,SUI,1,1206.13183594,1942-12-07,1942-12-13
None,Basel,SUI,1,1202.96630859,1942-12-14,1942-12-20
None,Basel,SUI,1,1200.15527344,1942-12-21,1942-12-27
None,Basel,SUI,1,1207.21337891,1942-12-28,1943-02-14
None,Basel,SUI,1,1204.03649902,1943-02-15,1943-02-21
None,Basel,SUI,1,1196.46936035,1943-02-22,1943-03-07
None,Basel,SUI,1,1192.63623047,1943-03-08,1943-03-14
None,Basel,SUI,1,1196.4251709,1943-03-15,1943-03-21
None,Basel,SUI,1,1193.67211914,1943-03-22,1943-04-11
None,Basel,SUI,1,1207.30456543,1943-04-12,1943-04-18
None,Basel,SUI,1,1202.92724609,1943-04-19,1943-05-02
None,Basel,SUI,1,1213.62475586,1943-05-03,1943-05-09
None,Basel,SUI,1,1212.15100098,1943-05-10,1943-05-23
None,Basel,SUI,1,1233.71447754,1943-05-24,1943-05-30
None,Basel,SUI,1,1232.7935791,1943-05-31,1943-06-06
None,Basel,SUI,1,1226.38024902,1943-06-07,1943-06-20
None,Basel,SUI,1,1223.2088623,1943-06-21,1943-09-05
None,Basel,SUI,1,1226.80004883,1943-09-06,1943-09-26
None,Basel,SUI,1,1223.7722168,1943-09-27,1943-10-03
None,Basel,SUI,1,1234.09838867,1943-10-04,1943-10-17
None,Basel,SUI,1,1229.94335938,1943-10-18,1943-10-24
None,Basel,SUI,1,1237.07885742,1943-10-25,1943-10-31
None,Basel,SUI,1,1251.81542969,1943-11-01,1943-11-07
None,Basel,SUI,1,1253.65881348,1943-11-08,1943-11-14
None,Basel,SUI,1,1270.62036133,1943-11-15,1943-11-21
None,Basel,SUI,1,1280.78674316,1943-11-22,1943-11-28
None,Basel,SUI,1,1275.60742188,1943-11-29,1943-12-05
None,Basel,SUI,1,1274.72570801,1943-12-06,1943-12-12
None,Basel,SUI,1,1269.9831543,1943-12-13,1943-12-19
None,Basel,SUI,1,1273.78833008,1943-12-20,1944-02-20
